SampleID	BarcodeSequence	LinkerPrimerSequence	Run	Ecosystem	Island	Lat	Lon	Collection_Date	F_Primer	R_Primer	Ecosys_Type	Host_Type	Host	InputFileName	Description
MN10			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	MN10.fasta	Snails_Lau_AJJ_MN10
Mon.WS5			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	Mon.WS5.fasta	Snails_Lau_AJJ_Mon.WS5
P5			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	P5.fasta	Snails_Lau_AJJ_P5
M3			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	M3.fasta	Snails_Lau_AJJ_M3
PT1			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PT1.fasta	Snails_Lau_AJJ_PT1
PT9			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PT9.fasta	Snails_Lau_AJJ_PT9
PN7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PN7.fasta	Snails_Lau_AJJ_PN7
MT5			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	MT5.fasta	Snails_Lau_AJJ_MT5
MN3			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	MN3.fasta	Snails_Lau_AJJ_MN3
Neg.PM1			Snails_Lau_AJJ	Controls	Oahu	NA	NA	NA	ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Water sample	Neg.PM1.fasta	Snails_Lau_AJJ_Neg.PM1
Mon.WS6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	Mon.WS6.fasta	Snails_Lau_AJJ_Mon.WS6
P6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	P6.fasta	Snails_Lau_AJJ_P6
M4			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	M4.fasta	Snails_Lau_AJJ_M4
PT2			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PT2.fasta	Snails_Lau_AJJ_PT2
PT10			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PT10.fasta	Snails_Lau_AJJ_PT10
PN8			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PN8.fasta	Snails_Lau_AJJ_PN8
MT6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	MT6.fasta	Snails_Lau_AJJ_MT6
MN4			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	MN4.fasta	Snails_Lau_AJJ_MN4
Neg.PM2			Snails_Lau_AJJ	Controls	Oahu	NA	NA	NA	ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Water sample	Neg.PM2.fasta	Snails_Lau_AJJ_Neg.PM2
Mon.WS7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	Mon.WS7.fasta	Snails_Lau_AJJ_Mon.WS7
P7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	P7.fasta	Snails_Lau_AJJ_P7
M5			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	M5.fasta	Snails_Lau_AJJ_M5
PT3			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PT3.fasta	Snails_Lau_AJJ_PT3
PN1			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PN1.fasta	Snails_Lau_AJJ_PN1
PN9			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PN9.fasta	Snails_Lau_AJJ_PN9
MT7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	MT7.fasta	Snails_Lau_AJJ_MT7
MN5			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	MN5.fasta	Snails_Lau_AJJ_MN5
Neg.PM3			Snails_Lau_AJJ	Controls	Oahu	NA	NA	NA	ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Water sample	Neg.PM3.fasta	Snails_Lau_AJJ_Neg.PM3
Mon.WS8			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	Mon.WS8.fasta	Snails_Lau_AJJ_Mon.WS8
P8			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	P8.fasta	Snails_Lau_AJJ_P8
M6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	M6.fasta	Snails_Lau_AJJ_M6
PT4			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PT4.fasta	Snails_Lau_AJJ_PT4
PN2			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PN2.fasta	Snails_Lau_AJJ_PN2
PN10			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Porites compressa	PN10.fasta	Snails_Lau_AJJ_PN10
MT8			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	MT8.fasta	Snails_Lau_AJJ_MT8
MN6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	MN6.fasta	Snails_Lau_AJJ_MN6
Mon.WS1			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	Mon.WS1.fasta	Snails_Lau_AJJ_Mon.WS1
Mon.WS9			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Montipora capitata	Mon.WS9.fasta	Snails_Lau_AJJ_Mon.WS9
A.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	A.ext.fasta	Snails_Lau_AJJ_A.ext
I.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	I.ext.fasta	Snails_Lau_AJJ_I.ext
B.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	B.int.fasta	Snails_Lau_AJJ_B.int
J.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	J.int.fasta	Snails_Lau_AJJ_J.int
OT4			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	OT4.fasta	Snails_Lau_AJJ_OT4
ON3			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ON3.fasta	Snails_Lau_AJJ_ON3
ZT2			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZT2.fasta	Snails_Lau_AJJ_ZT2
ZN7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZN7.fasta	Snails_Lau_AJJ_ZN7
O7.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O7.NoLyz.fasta	Snails_Lau_AJJ_O7.NoLyz
B.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	B.ext.fasta	Snails_Lau_AJJ_B.ext
J.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	J.ext.fasta	Snails_Lau_AJJ_J.ext
C.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	C.int.fasta	Snails_Lau_AJJ_C.int
K.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	K.int.fasta	Snails_Lau_AJJ_K.int
OT5			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	OT5.fasta	Snails_Lau_AJJ_OT5
ON4			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ON4.fasta	Snails_Lau_AJJ_ON4
ZT3			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZT3.fasta	Snails_Lau_AJJ_ZT3
ZN8			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZN8.fasta	Snails_Lau_AJJ_ZN8
O8.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O8.NoLyz.fasta	Snails_Lau_AJJ_O8.NoLyz
C.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	C.ext.fasta	Snails_Lau_AJJ_C.ext
K.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	K.ext.fasta	Snails_Lau_AJJ_K.ext
D.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	D.int.fasta	Snails_Lau_AJJ_D.int
L.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	L.int.fasta	Snails_Lau_AJJ_L.int
OT6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	OT6.fasta	Snails_Lau_AJJ_OT6
ON5			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ON5.fasta	Snails_Lau_AJJ_ON5
ZT6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZT6.fasta	Snails_Lau_AJJ_ZT6
O1.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O1.NoLyz.fasta	Snails_Lau_AJJ_O1.NoLyz
O9.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O9.NoLyz.fasta	Snails_Lau_AJJ_O9.NoLyz
D.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	D.ext.fasta	Snails_Lau_AJJ_D.ext
L.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	L.ext.fasta	Snails_Lau_AJJ_L.ext
E.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	E.int.fasta	Snails_Lau_AJJ_E.int
M.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	M.int.fasta	Snails_Lau_AJJ_M.int
OT7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	OT7.fasta	Snails_Lau_AJJ_OT7
ON6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ON6.fasta	Snails_Lau_AJJ_ON6
ZT7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZT7.fasta	Snails_Lau_AJJ_ZT7
O2.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O2.NoLyz.fasta	Snails_Lau_AJJ_O2.NoLyz
O10.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O10.NoLyz.fasta	Snails_Lau_AJJ_O10.NoLyz
E.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	E.ext.fasta	Snails_Lau_AJJ_E.ext
M.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	M.ext.fasta	Snails_Lau_AJJ_M.ext
F.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	F.int.fasta	Snails_Lau_AJJ_F.int
N.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	N.int.fasta	Snails_Lau_AJJ_N.int
OT8			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	OT8.fasta	Snails_Lau_AJJ_OT8
ON7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ON7.fasta	Snails_Lau_AJJ_ON7
ZT8			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZT8.fasta	Snails_Lau_AJJ_ZT8
O3.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O3.NoLyz.fasta	Snails_Lau_AJJ_O3.NoLyz
Neg.Sphe1			Snails_Lau_AJJ	Controls	Oahu	NA	NA	NA	ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine			Neg.Sphe1.fasta	Snails_Lau_AJJ_Neg.Sphe1
F.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	F.ext.fasta	Snails_Lau_AJJ_F.ext
N.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	N.ext.fasta	Snails_Lau_AJJ_N.ext
G.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	G.int.fasta	Snails_Lau_AJJ_G.int
O.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O.int.fasta	Snails_Lau_AJJ_O.int
OT10			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	OT10.fasta	Snails_Lau_AJJ_OT10
ON8			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ON8.fasta	Snails_Lau_AJJ_ON8
ZN2			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZN2.fasta	Snails_Lau_AJJ_ZN2
O4.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O4.NoLyz.fasta	Snails_Lau_AJJ_O4.NoLyz
Neg.Sphe2			Snails_Lau_AJJ	Controls	Oahu	NA	NA	NA	ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine			Neg.Sphe2.fasta	Snails_Lau_AJJ_Neg.Sphe2
G.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	G.ext.fasta	Snails_Lau_AJJ_G.ext
O.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	O.ext.fasta	Snails_Lau_AJJ_O.ext
H.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	H.int.fasta	Snails_Lau_AJJ_H.int
OT1			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	OT1.fasta	Snails_Lau_AJJ_OT1
OT11			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	OT11.fasta	Snails_Lau_AJJ_OT11
ON10			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ON10.fasta	Snails_Lau_AJJ_ON10
ZN3			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZN3.fasta	Snails_Lau_AJJ_ZN3
O5.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O5.NoLyz.fasta	Snails_Lau_AJJ_O5.NoLyz
Neg.Sphe3			Snails_Lau_AJJ	Controls	Oahu	NA	NA	NA	ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine			Neg.Sphe3.fasta	Snails_Lau_AJJ_Neg.Sphe3
H.ext			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	H.ext.fasta	Snails_Lau_AJJ_H.ext
A.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	A.int.fasta	Snails_Lau_AJJ_A.int
I.int			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Spheciospongia solida	I.int.fasta	Snails_Lau_AJJ_I.int
OT3			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	OT3.fasta	Snails_Lau_AJJ_OT3
ON1			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ON1.fasta	Snails_Lau_AJJ_ON1
ON11			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ON11.fasta	Snails_Lau_AJJ_ON11
ZN6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	ZN6.fasta	Snails_Lau_AJJ_ZN6
O6.NoLyz			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O6.NoLyz.fasta	Snails_Lau_AJJ_O6.NoLyz
PCR.Neg2			Snails_Lau_AJJ	Controls	Oahu	NA	NA	NA	ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		PCR Negative	PCR.Neg2.fasta	Snails_Lau_AJJ_PCR.Neg2
O1			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O1.fasta	Snails_Lau_AJJ_O1
O9			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O9.fasta	Snails_Lau_AJJ_O9
Z7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	Z7.fasta	Snails_Lau_AJJ_Z7
R5			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	R5.fasta	Snails_Lau_AJJ_R5
S3			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	S3.fasta	Snails_Lau_AJJ_S3
PaTiTi.1			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiTi.1.fasta	Snails_Lau_AJJ_PaTiTi.1
PaTiTi.9			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiTi.9.fasta	Snails_Lau_AJJ_PaTiTi.9
PaTiSa.2			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiSa.2.fasta	Snails_Lau_AJJ_PaTiSa.2
PaTiSa.10			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiSa.10.fasta	Snails_Lau_AJJ_PaTiSa.10
PaCo.3			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaCo.3.fasta	Snails_Lau_AJJ_PaCo.3
PaCo.11			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaCo.11.fasta	Snails_Lau_AJJ_PaCo.11
Neg.Myc1			Snails_Lau_AJJ	Controls	Oahu	NA	NA	NA	ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine			Neg.Myc1.fasta	Snails_Lau_AJJ_Neg.Myc1
O2			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O2.fasta	Snails_Lau_AJJ_O2
O10			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O10.fasta	Snails_Lau_AJJ_O10
Z8			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	Z8.fasta	Snails_Lau_AJJ_Z8
R6			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	R6.fasta	Snails_Lau_AJJ_R6
S4			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	S4.fasta	Snails_Lau_AJJ_S4
PaTiTi.2			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiTi.2.fasta	Snails_Lau_AJJ_PaTiTi.2
PaTiTi.10			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiTi.10.fasta	Snails_Lau_AJJ_PaTiTi.10
PaTiSa.3			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiSa.3.fasta	Snails_Lau_AJJ_PaTiSa.3
PaTiSa.11			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiSa.11.fasta	Snails_Lau_AJJ_PaTiSa.11
PaCo.4			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaCo.4.fasta	Snails_Lau_AJJ_PaCo.4
PaCo.12			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaCo.12.fasta	Snails_Lau_AJJ_PaCo.12
Neg.Myc2			Snails_Lau_AJJ	Controls	Oahu	NA	NA	NA	ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine			Neg.Myc2.fasta	Snails_Lau_AJJ_Neg.Myc2
O3			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	O3.fasta	Snails_Lau_AJJ_O3
Z1			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	Z1.fasta	Snails_Lau_AJJ_Z1
Z9			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	Z9.fasta	Snails_Lau_AJJ_Z9
R7			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	R7.fasta	Snails_Lau_AJJ_R7
S5			Snails_Lau_AJJ	Marine	Oahu				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Mycale grandis	S5.fasta	Snails_Lau_AJJ_S5
PaTiTi.3			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiTi.3.fasta	Snails_Lau_AJJ_PaTiTi.3
PaTiTi.11			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiTi.11.fasta	Snails_Lau_AJJ_PaTiTi.11
PaTiSa.4			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiSa.4.fasta	Snails_Lau_AJJ_PaTiSa.4
PaTiSa.12			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaTiSa.12.fasta	Snails_Lau_AJJ_PaTiSa.12
PaCo.5			Snails_Lau_AJJ	Antarctica	Antarctica				ITS1f-PCR1	ITS2_Coral_Better-PCR1	Marine		Odontaster validus	PaCo.5.fasta	Snails_Lau_AJJ_PaCo.5
