Family,Species_number,Species_name,English_name,Clutch_size,Egg_mass,Mating_System,mass,wing,tarsus,bill,tail,Gender
17,571,Melanerpes erythrocephalus,Red-headed Woodpecker,4.74,5.1,2,NA,139.5,23,27.3,75.3,Male
17,572,Melanerpes formicivorus,Acorn Woodpecker,5.06,5.1,2,80.9,143.8,NA,31.7,79.7,Male
17,584,Melanerpes uropygialis,Gila Woodpecker,3.74,NA,NA,72.9,132.3,NA,29.8,85,Male
17,585,Melanerpes carolinus,Red-bellied Woodpecker,4.24,4.6,2,77.3,130.5,NA,30.55,78.5,Male
17,587,Melanerpes aurifrons,Golden-fronted Woodpecker,4.75,5.3,2,85.4,130.5,22.7,33.15,78.7,Male
17,589,Sphyrapicus varius,Yellow-bellied Sapsucker,4.79,3.4,2,NA,124.1,20.3,23.4,72.5,Male
17,590,Sphyrapicus nuchalis,Red-naped Sapsucker,4.8,3.8,NA,50.5,126,21.4,22.5,74.5,Male
17,591,Sphyrapicus ruber,Red-breasted Sapsucker,4.69,3.9,NA,58.3,131,21.6,25.1,78.9,Male
17,592,Sphyrapicus thyroideus,Williamson's Sapsucker,4.77,3.7,NA,47.6,136.8,21.5,25.6,83.2,Male
17,594,Campethera punctuligera,Fine-spotted Woodpecker,2.5,4.1,NA,67,114,20.5,NA,62.3,Male
17,595,Campethera nubica,Nubian Woodpecker,3.5,4.6,NA,63.1,108,20.8,NA,63.8,Male
17,596,Campethera bennettii,Bennett's Woodpecker,3,4.7,NA,68.4,118,22.4,NA,68.7,Male
17,598,Campethera abingoni,Golden-tailed Woodpecker,2.5,4,NA,67,121,20.2,NA,64,Male
17,600,Campethera notata,Knysna Woodpecker,2,3.9,NA,NA,107,21.6,NA,71.2,Male
17,601,Campethera maculosa,Little Green Woodpecker,NA,NA,NA,NA,101,17.15,NA,59.9,Male
17,602,Campethera cailliautii,Green-backed Woodpecker,2.5,4.4,NA,49,96.1,16.7,NA,60,Male
17,603,Campethera tullbergi,Tullberg's Woodpecker,NA,NA,NA,54.7,108,19,NA,69,Male
17,604,Campethera nivosa,Buff-spotted Woodpecker,2,3.4,NA,34.7,82,NA,NA,42.8,Male
17,605,Campethera caroli,Brown-eared Woodpecker,2,4.9,NA,58.5,101,18.1,NA,56.6,Male
17,606,Geocolaptes olivaceus,Ground Woodpecker,3,7.3,NA,NA,128,NA,NA,92,Male
17,607,Dendropicos elachus,Little Grey Woodpecker,NA,NA,NA,19,76.3,13.7,NA,36.2,Male
17,608,Dendropicos poecilolaemus,Speckle-breasted Woodpecker,NA,NA,NA,27,85.4,15.6,NA,45.6,Male
17,609,Dendropicos abyssinicus,Abyssinian Woodpecker,NA,NA,NA,NA,94.3,14.9,NA,45.5,Male
17,610,Dendropicos fuscescens,Cardinal Woodpecker,2.5,2.9,NA,33,93,16.3,NA,47.4,Male
17,612,Dendropicos gabonensis,Gabon Woodpecker,NA,NA,NA,NA,78.7,14.3,NA,39,Male
17,613,Dendropicos stierlingi,Stierling's Woodpecker,NA,NA,NA,NA,102.5,NA,NA,49.6,Male
17,614,Dendropicos namaquus,Bearded Woodpecker,3,4.9,NA,NA,133,21.2,NA,66.3,Male
17,615,Dendropicos pyrrhogaster,Fire-bellied Woodpecker,NA,NA,NA,70,115,21.4,NA,69.8,Male
17,616,Dendropicos xantholophus,Golden-crowned Woodpecker,NA,NA,NA,NA,116,21,NA,71,Male
17,617,Dendropicos elliotii,Elliot's Woodpecker,NA,3.9,NA,NA,92,NA,NA,66.3,Male
17,618,Dendropicos goertae,Grey Woodpecker,3,4.9,NA,48.5,107,19.6,NA,57.4,Male
17,620,Dendropicos griseocephalus,Olive Woodpecker,3,3.8,NA,44,110,19.4,NA,67.6,Male
17,621,Dendropicos obsoletus,Brown-backed Woodpecker,NA,NA,NA,18.6,79.3,14.5,NA,NA,Male
17,628,Dendrocopos minor,Lesser Spotted Woodpecker,5,2.2,NA,21,89.9,14.3,17.4,51.6,Male
17,637,Dendrocopos medius,Middle Spotted Woodpecker,5.64,4.3,NA,59.2,130,20.5,26.2,79,Male
17,638,Dendrocopos leucotos,White-backed Woodpecker,4,6.7,NA,108.5,148,25.3,39.2,88.6,Male
17,639,Dendrocopos major,Great Spotted Woodpecker,5.5,5.7,NA,89.7,142,24.2,28.9,87.7,Male
17,640,Dendrocopos syriacus,Syrian Woodpecker,5.1,5.1,NA,79.5,132,23.3,31.7,77.6,Male
17,646,Picoides nuttallii,Nuttall's Woodpecker,4.47,3.1,NA,39.3,101.5,NA,13.8,65.2,Male
17,647,Picoides scalaris,Ladder-backed Woodpecker,4,2.9,2,NA,104,17.9,NA,104,Male
17,648,Picoides pubescens,Downy Woodpecker,4.79,2.5,2,27.8,96.73,16.3,16.02,55.1,Male
17,649,Picoides borealis,Red-cockaded Woodpecker,3.26,4.3,NA,48.5,NA,NA,22.6,NA,Male
17,650,Picoides stricklandi,Strickland's Woodpecker,NA,NA,NA,49.4,115,NA,22.45,NA,Male
17,651,Picoides villosus,Hairy Woodpecker,3.93,4.3,2,69.8,122.82,21.63,34.33,77.4,Male
17,652,Picoides albolarvatus,White-headed Woodpecker,4.23,4.4,NA,63,127,22.1,27.8,83.7,Male
17,653,Picoides tridactylus,Three-toed Woodpecker,3.4,4.6,NA,70.1,125,21.1,33.1,80.2,Male
17,654,Picoides arcticus,Black-backed Woodpecker,3.82,4.8,2,78,129.5,22.9,33,77.9,Male
17,681,Colaptes auratus,Northern Flicker,6.66,7.3,2,139.6,151.06,28.33,26.02,107,Male
17,699,Dryocopus pileatus,Pileated Woodpecker,3.83,11,NA,324.8,240.8,NA,NA,171,Male
17,704,Dryocopus martius,Black Woodpecker,4.8,11.8,NA,291.3,234,36.3,62.6,162,Male
17,715,Campephilus principalis,Ivory-billed Woodpecker,2.9,13,NA,NA,254.49,42.5,NA,152,Male
17,726,Picus viridis,Eurasian Green Woodpecker,6,8.9,NA,189,164,29.7,45.5,103,Male
17,727,Picus vaillantii,Levaillant's Woodpecker,6.1,8.6,NA,166,164,28.7,40.6,98.9,Male
17,730,Picus canus,Grey-faced Woodpecker,8,6.5,NA,137,147,26,27.2,98.9,Male
19,777,Gymnobucco calvus,Naked-faced Barbet,3,4.8,NA,NA,88.3,20.5,19.9,47,Male
19,778,Gymnobucco peli,Bristle-nosed Barbet,NA,NA,NA,NA,82.7,19.1,20,44.4,Male
19,779,Gymnobucco sladeni,Sladen's Barbet,NA,NA,NA,NA,82.2,19.6,19.9,45,Male
19,780,Gymnobucco bonapartei,Grey-throated Barbet,4,3.5,NA,56.6,NA,NA,NA,42.3,Male
19,781,Stactolaema leucotis,White-eared Barbet,4,4.1,NA,NA,91.1,22.4,19.1,52.1,Male
19,782,Stactolaema anchietae,Anchieta's Barbet,4.5,NA,NA,43.4,93,20.5,18.6,50.8,Male
19,783,Stactolaema whytii,Whyte's Barbet,NA,4.2,NA,53.3,93.2,19.9,18.8,55,Male
19,784,Stactolaema olivacea,Green Barbet,4.5,3.9,NA,49,87.9,22,18.2,47.2,Male
19,785,Pogoniulus scolopaceus,Speckled Tinkerbird,3,1.8,NA,16.8,53.2,15.3,14.6,30.9,Male
19,786,Pogoniulus coryphaeus,Western Green-Tinkerbird,3,1.4,NA,NA,50.6,12.8,9.8,25.9,Male
19,787,Pogoniulus leucomystax,Moustached Green-Tinkerbird,2,3.5,NA,11,54.6,14.6,9.8,29.3,Male
19,788,Pogoniulus simplex,African Green-Tinkerbird,NA,1.3,NA,8.5,50.8,13.4,10.3,26.1,Male
19,789,Pogoniulus atroflavus,Red-rumped Tinkerbird,2.5,2.2,NA,18.1,60.3,14.7,13.6,29.5,Male
19,791,Pogoniulus bilineatus,Yellow-rumped Tinkerbird,2.5,1.9,NA,12.7,55.6,15.5,12.4,31.7,Male
19,792,Pogoniulus chrysoconus,Yellow-fronted Tinkerbird,2.5,1.5,NA,12.7,58.3,14.1,11.9,31.3,Male
19,793,Pogoniulus pusillus,Red-fronted Tinkerbird,3,2.1,NA,NA,60.4,15.8,12.6,34.6,Male
19,794,Buccanodon duchaillui,Yellow-spotted Barbet,NA,NA,NA,42.1,78.7,19.9,15.7,43.9,Male
19,795,Tricholaema hirsuta,Hairy-breasted Barbet,NA,NA,NA,52.5,88,20.9,22.1,47.1,Male
19,796,Tricholaema diademata,Red-fronted Barbet,3.5,2.9,NA,30.5,77.7,20.3,18.4,45.8,Male
19,797,Tricholaema frontata,Miombo Barbet,2.5,NA,NA,25.5,78,18.8,17.3,48.1,Male
19,798,Tricholaema leucomelas,Pied Barbet,2.5,3,NA,32.9,77.5,20.4,18.5,46.2,Male
19,799,Tricholaema lacrymosa,Spot-flanked Barbet,2.5,2.8,NA,23.1,69.5,18.3,17.4,42,Male
19,800,Tricholaema melanocephala,Black-throated Barbet,NA,NA,NA,22.1,65.6,18.6,16.3,37.8,Male
19,801,Lybius undatus,Banded Barbet,NA,NA,NA,24.2,78.1,19.3,18.4,45.4,Male
19,802,Lybius vieilloti,Vieillot's Barbet,2.5,5.8,NA,NA,77.2,19.4,19.4,42.4,Male
19,803,Lybius leucocephalus,White-headed Barbet,2,5.4,NA,63.8,92.5,NA,NA,52.8,Male
19,804,Lybius chaplini,Chaplin's Barbet,3,NA,NA,NA,92.5,24,23.65,55,Male
19,805,Lybius rubrifacies,Red-faced Barbet,NA,NA,NA,NA,87.5,21.3,21.4,51.8,Male
19,806,Lybius guifsobalito,Black-billed Barbet,3,2.6,NA,41.5,84.6,20.6,20.7,48.5,Male
19,807,Lybius torquatus,Black-collared Barbet,3.5,4.2,NA,NA,92.2,22.6,23.1,57.2,Male
19,808,Lybius melanopterus,Brown-breasted Barbet,NA,NA,NA,41,90.7,21.7,23,63.3,Male
19,809,Lybius minor,Black-backed Barbet,4,NA,NA,57,90.9,22.5,22,69.7,Male
19,810,Lybius bidentatus,Double-toothed Barbet,3,NA,NA,NA,101,25.3,30.8,77.6,Male
19,811,Lybius dubius,Bearded Barbet,2,NA,NA,92,111,27,34.1,84,Male
19,812,Lybius rolleti,Black-breasted Barbet,NA,NA,NA,NA,113.5,26.2,40.05,81.5,Male
19,813,Trachyphonus purpuratus,Yellow-billed Barbet,3,NA,NA,86.3,107,28,23.5,95.9,Male
19,814,Trachyphonus vaillantii,Crested Barbet,3.5,6.1,NA,69,100,NA,NA,86,Male
19,815,Trachyphonus margaritatus,Yellow-breasted Barbet,5,4.4,NA,NA,91.5,26.6,24.3,84.7,Male
19,816,Trachyphonus erythrocephalus,Red-and-yellow Barbet,4.5,4.7,NA,72.5,98.4,27.4,26.5,87.8,Male
19,817,Trachyphonus darnaudii,D'Arnaud's Barbet,3,NA,NA,45.8,83.2,NA,NA,73.1,Male
20,825,Capito niger,Black-spotted Barbet,NA,NA,2,70,NA,NA,NA,NA,Male
20,833,Aulacorhynchus prasinus,Emerald Toucanet,NA,NA,2,180,NA,NA,NA,NA,Male
21,881,Galbula albirostris,Yellow-billed Jacamar,NA,NA,2,22,NA,NA,NA,NA,Male
22,892,Notharchus macrorhynchos,White-necked Puffbird,NA,NA,2,120,NA,NA,NA,NA,Male
23,925,Tockus albocristatus,White-crested Hornbill,2,NA,NA,297,239,38,96,427,Male
23,926,Tockus hartlaubi,Black Dwarf Hornbill,4,NA,NA,107,154,24,63,160,Male
23,927,Tockus camurus,Red-billed Dwarf Hornbill,NA,NA,NA,111,157,31,66,148,Male
23,928,Tockus monteiri,Monteiro's Hornbill,4,16,NA,NA,215,47,115,231,Male
23,929,Tockus erythrorhynchus,Red-billed Hornbill,3,12,NA,177,182,39,83,199,Male
23,930,Tockus flavirostris,Eastern Yellow-billed Hornbill,2.5,14.7,NA,258,200,40,89,221,Male
23,931,Tockus leucomelas,Southern Yellow-billed Hornbill,3.7,NA,NA,211,205,43,90,219,Male
23,933,Tockus deckeni,Von der Decken's Hornbill,2,NA,NA,194,183,40,84,218,Male
23,934,Tockus alboterminatus,Crowned Hornbill,3.5,17.4,NA,244,255,34,95,229,Male
23,935,Tockus bradfieldi,Bradfield's Hornbill,NA,14.5,NA,200,259,39,99,219,Male
23,936,Tockus fasciatus,African Pied Hornbill,NA,17.7,NA,278,265,35,98,236,Male
23,937,Tockus hemprichii,Hemprich's Hornbill,3,NA,NA,297,289,40,121,255,Male
23,938,Tockus nasutus,African Grey Hornbill,4.2,13.1,NA,233,225,38,99,201,Male
23,939,Tockus pallidirostris,Pale-billed Hornbill,NA,18.4,NA,256,247,39,83,224,Male
23,971,Ceratogymna bucinator,Trumpeter Hornbill,3,30.9,NA,739,288,44,136,216,Male
23,972,Ceratogymna fistulator,Piping Hornbill,1.5,33,NA,463,267,NA,NA,185,Male
23,973,Ceratogymna brevis,Silvery-cheeked Hornbill,1.5,27.6,NA,1308,369,55,171,276,Male
23,974,Ceratogymna subcylindricus,Black-and-white-casqued Hornbill,2,NA,NA,NA,326,50,151,243,Male
23,975,Ceratogymna cylindricus,Brown-cheeked Hornbill,2,NA,NA,NA,322,51,162,244,Male
23,977,Ceratogymna atrata,Black-casqued Hornbill,1.5,44.7,NA,1264,395,53,186,306,Male
23,978,Ceratogymna elata,Yellow-casqued Hornbill,NA,NA,NA,2100,402,56,212,309,Male
24,979,Bucorvus abyssinicus,Abyssinian Ground-Hornbill,1.5,95.3,NA,4000,560,151,264,348,Male
24,980,Bucorvus leadbeateri,Southern Ground-Hornbill,NA,100.5,NA,4358,560,143,207,NA,Male
25,981,Upupa epops,Eurasian Hoopoe,4.4,4.4,NA,66.9,151,23.3,50.2,103,Male
26,983,Phoeniculus purpureus,Green Woodhoopoe,3.2,4,NA,77.3,147,22.5,54.1,216,Male
26,984,Phoeniculus damarensis,Violet Woodhoopoe,3,NA,NA,96,158,23.7,54,250,Male
26,985,Phoeniculus somaliensis,Black-billed Woodhoopoe,4,NA,NA,NA,150,22.2,57.3,223,Male
26,986,Phoeniculus bollei,White-headed Woodhoopoe,2,6.9,NA,62.5,133,23,40.5,196,Male
26,987,Phoeniculus castaneiceps,Forest Woodhoopoe,NA,NA,NA,26,101,NA,NA,167,Male
27,988,Rhinopomastus aterrimus,Black Scimitar-bill,NA,NA,NA,22.8,102,19.7,31.8,NA,Male
27,989,Rhinopomastus cyanomelas,Common Scimitar-bill,NA,3.2,NA,35,112,19,44.3,NA,Male
27,990,Rhinopomastus minor,Abyssinian Scimitar-bill,NA,2.6,NA,28,93.8,17.5,33.3,NA,Male
28,991,Apaloderma narina,Narina Trogon,2.6,7.5,NA,61.6,132,NA,19.5,158,Male
28,992,Apaloderma aequatoriale,Bare-cheeked Trogon,2,7.7,NA,NA,120.5,15,17,142.5,Male
28,993,Apaloderma vittatum,Bar-tailed Trogon,2.5,NA,NA,53.8,119,NA,NA,157,Male
28,997,Pharomachrus auriceps,Golden-headed Quetzal,NA,NA,2,177,NA,NA,NA,NA,Male
28,1003,Trogon melanurus,Black-tailed Trogon,NA,NA,2,112,NA,NA,NA,NA,Male
28,1011,Trogon elegans,Elegant Trogon,2.95,8.3,NA,NA,131.3,15.1,17.7,167.7,Male
29,1030,Coracias garrulus,European Roller,4.5,15.5,NA,146,203,24.4,42.5,119,Male
29,1031,Coracias abyssinica,Abyssinian Roller,4,11.5,NA,NA,160,22.6,42.2,128,Male
29,1032,Coracias caudata,Lilac-breasted Roller,2.5,12,NA,109,166,24,37,111,Male
29,1033,Coracias spatulata,Racket-tailed Roller,NA,10.1,NA,111,170,22,36,139,Male
29,1034,Coracias naevia,Rufous-crowned Roller,3,15.5,NA,168,184,23.4,44.2,132,Male
29,1037,Coracias cyanogaster,Blue-bellied Roller,NA,12.3,NA,142,183,NA,42.4,113,Male
29,1038,Eurystomus glaucurus,Broad-billed Roller,2.5,15,NA,106,174,NA,NA,100,Male
29,1039,Eurystomus gularis,Blue-throated Roller,2.5,12.2,NA,92.2,157,NA,26.4,95,Male
29,1040,Eurystomus orientalis,Dollarbird,3.5,15.3,2,126.4,192.5,19.6,32.4,94.3,Male
32,1050,Electron platyrhynchum,Broad-billed Motmot,NA,NA,2,62,NA,NA,NA,NA,Male
32,1053,Baryphthengus martii,Rufous Motmot,NA,NA,2,159.2,NA,NA,NA,NA,Male
34,1063,Alcedo atthis,Common Kingfisher,6.5,4.3,NA,40.9,78.3,10.2,44.6,36.2,Male
34,1064,Alcedo semitorquata,Half-collared Kingfisher,3.5,4.8,NA,40.2,82.3,11.3,48.6,39.8,Male
34,1065,Alcedo quadribrachys,Shining Blue Kingfisher,5.5,4.4,NA,34.3,79.1,10.5,48.3,35.5,Male
34,1067,Alcedo azurea,Azure Kingfisher,5.6,4.4,NA,33.4,76.5,10.5,50.2,36.1,Male
34,1072,Alcedo cristata,Malachite Kingfisher,NA,2.4,NA,NA,55.7,9,33.5,NA,Male
34,1076,Alcedo leucogaster,White-bellied Kingfisher,NA,NA,NA,14.5,NA,NA,29.6,NA,Male
34,1078,Alcedo pusilla,Little Kingfisher,4.5,NA,NA,15,54.6,8.9,31.2,23.8,Male
34,1085,Ispidina picta,African Pygmy-Kingfisher,NA,2,NA,NA,53.8,8.4,26.7,NA,Male
34,1086,Ispidina lecontei,Dwarf Kingfisher,NA,NA,NA,10,47.6,8.1,27.5,NA,Male
35,1088,Dacelo novaeguineae,Laughing Kookaburra,2.92,30.4,2,307.2,212.7,26.8,68.5,158,Male
35,1089,Dacelo leachii,Blue-winged Kookaburra,2.58,33,2,283.9,194.1,26.9,77.4,124,Male
35,1098,Halcyon badia,Chocolate-backed Kingfisher,2.5,9.4,NA,58,NA,NA,NA,NA,Male
35,1102,Halcyon leucocephala,Grey-headed Kingfisher,3.8,6.1,NA,41.7,NA,NA,NA,59.8,Male
35,1103,Halcyon senegalensis,Woodland Kingfisher,3,8.4,NA,53.1,105,14.4,46,64.5,Male
35,1104,Halcyon senegaloides,Mangrove Kingfisher,3,NA,NA,61,103,NA,NA,60.3,Male
35,1105,Halcyon malimbica,Blue-breasted Kingfisher,3,11.1,NA,82.8,115,NA,53.3,75.9,Male
35,1106,Halcyon albiventris,Brown-hooded Kingfisher,4.2,9.2,NA,63.8,106.5,16.5,50.2,66.2,Male
35,1107,Halcyon chelicuti,Striped Kingfisher,4,5.7,NA,36,79.5,NA,33.4,41.8,Male
35,1112,Todirhamphus macleayii,Forest Kingfisher,4.28,6.2,2,37.4,87.9,13.4,39.9,57.3,Male
35,1116,Todirhamphus pyrrhopygia,Red-backed Kingfisher,4,6.9,NA,50.4,101.7,15.1,42.9,69.7,Male
35,1120,Todirhamphus chloris,Collared Kingfisher,3.15,12,2,70.5,105.3,17.8,56.1,70.9,Male
35,1124,Todirhamphus sanctus,Sacred Kingfisher,4.27,7,2,45.1,92.8,14.1,41.6,59.7,Male
35,1138,Syma torotoro,Yellow-billed Kingfisher,3.5,NA,NA,42.5,78.6,14.5,39.1,59.8,Male
35,1147,Tanysiptera sylvia,Buff-breasted Paradise-Kingfisher,2.99,NA,2,49.4,98.5,15.8,35.9,203.2,Male
36,1148,Megaceryle maxima,Giant Kingfisher,3.5,30.6,NA,350,205,NA,90,115,Male
36,1150,Megaceryle alcyon,Belted Kingfisher,NA,13.5,2,143.6,156.3,11.9,51.8,NA,Male
36,1152,Ceryle rudis,Pied Kingfisher,5,8.1,2,82.4,140,NA,NA,70,Male
36,1154,Chloroceryle americana,Green Kingfisher,5,4.3,2,30.3,80.1,9.9,48.3,55.7,Male
37,1160,Merops gularis,Black Bee-eater,2,4.66,NA,31.2,92.6,NA,NA,67.7,Male
37,1161,Merops muelleri,Blue-headed Bee-eater,2,NA,NA,22.4,NA,NA,NA,NA,Male
37,1162,Merops bulocki,Red-throated Bee-eater,3,3.15,NA,26,NA,NA,NA,NA,Male
37,1163,Merops bullockoides,White-fronted Bee-eater,3,4.37,NA,35.8,NA,NA,NA,NA,Male
37,1164,Merops pusillus,Little Bee-eater,4.4,2.57,NA,NA,NA,NA,29,NA,Male
37,1165,Merops variegatus,Blue-breasted Bee-eater,3,4.3,NA,21.5,88.2,NA,33.5,NA,Male
37,1166,Merops oreobates,Cinnamon-chested Bee-eater,2,NA,NA,26.1,NA,NA,45.2,NA,Male
37,1167,Merops hirundineus,Swallow-tailed Bee-eater,3,3.55,NA,20.4,NA,NA,NA,102.5,Male
37,1168,Merops breweri,Black-headed Bee-eater,2.5,7.6,NA,54,NA,NA,NA,NA,Male
37,1169,Merops revoilii,Somali Bee-eater,NA,NA,NA,NA,NA,NA,NA,NA,Male
37,1170,Merops albicollis,White-throated Bee-eater,6,NA,NA,NA,100,NA,33,73.6,Male
37,1171,Merops orientalis,Little Green Bee-eater,5,3.11,NA,NA,93.6,NA,NA,71.2,Male
37,1172,Merops boehmi,Boehm's Bee-eater,3,2.3,NA,NA,80.8,NA,31,NA,Male
37,1174,Merops persicus,Blue-cheeked Bee-eater,6,NA,NA,NA,155,NA,46.2,88.2,Male
37,1175,Merops superciliosus,Madagascar Bee-eater,2.5,6.2,NA,NA,135,NA,47.1,82,Male
37,1177,Merops ornatus,Rainbow Bee-eater,4.66,4.1,2,29.8,111.3,11.4,38.7,79.7,Male
37,1178,Merops apiaster,European Bee-eater,5.7,6.5,2,55.8,152,12.8,43.1,89.4,Male
37,1180,Merops malimbicus,Rosy Bee-eater,2,6,NA,NA,137,NA,43,78,Male
37,1181,Merops nubicus,Northern Carmine Bee-eater,3.5,5.8,NA,NA,149,NA,41.9,98,Male
38,1183,Colius striatus,Speckled Mousebird,2.6,3.4,2,54,93,NA,NA,199,Male
38,1184,Colius leucocephalus,White-headed Mousebird,NA,NA,NA,37.8,87.2,20.75,NA,213.5,Male
38,1185,Colius castanotus,Red-backed Mousebird,NA,NA,NA,NA,99.3,23,NA,223,Male
38,1186,Colius colius,White-backed Mousebird,3.1,2.7,NA,NA,NA,NA,NA,NA,Male
38,1187,Urocolius macrourus,Blue-naped Mousebird,2.5,NA,NA,50.9,91,NA,NA,246.5,Male
38,1188,Urocolius indicus,Red-faced Mousebird,2.6,NA,NA,NA,94.9,20.2,NA,215,Male
39,1189,Oxylophus jacobinus,Pied Cuckoo,3.5,5.1,NA,71,156,NA,NA,182,Male
39,1190,Oxylophus levaillantii,Levaillant's Cuckoo,2,5.6,NA,123,180,NA,NA,226,Male
39,1192,Clamator glandarius,Great Spotted Cuckoo,4.8,9.85,NA,169,209,35.4,30.9,206,Male
39,1193,Pachycoccyx audeberti,Thick-billed Cuckoo,1.1,2.2,NA,92,225,NA,28.8,183,Male
39,1199,Cuculus solitarius,Red-chested Cuckoo,NA,3.22,NA,75.3,177,NA,NA,148,Male
39,1200,Cuculus clamosus,Black Cuckoo,NA,4.1,NA,85,173,NA,23,145,Male
39,1202,Cuculus canorus,Common Cuckoo,9.2,3.22,NA,117,221,NA,27.7,177,Male
39,1203,Cuculus gularis,African Cuckoo,NA,3.3,NA,104,213,NA,NA,160,Male
39,1204,Cuculus saturatus,Oriental Cuckoo,NA,2.2,NA,116,210,20.7,27.7,159.8,Male
39,1205,Cuculus poliocephalus,Lesser Cuckoo,NA,2.75,NA,54.2,NA,NA,NA,NA,Male
39,1206,Cuculus rochii,Madagascar Cuckoo,NA,NA,NA,64.5,NA,NA,NA,NA,Male
39,1207,Cuculus pallidus,Pallid Cuckoo,1,3.9,NA,89.5,193,21.9,26.9,163.4,Male
39,1208,Cercococcyx mechowi,Dusky Long-tailed Cuckoo,NA,NA,NA,57,137,NA,NA,175,Male
39,1209,Cercococcyx olivinus,Olive Long-tailed Cuckoo,NA,3.38,NA,65,145,18,NA,161,Male
39,1210,Cercococcyx montanus,Barred Long-tailed Cuckoo,NA,2.5,NA,60,147,NA,NA,159,Male
39,1215,Cacomantis variolosus,Brush Cuckoo,1,2,NA,33.7,128.3,17,21.3,NA,Male
39,1216,Cacomantis castaneiventris,Chestnut-breasted Cuckoo,NA,2.14,NA,30,110.2,18,21.6,NA,Male
39,1218,Cacomantis flabelliformis,Fan-tailed Cuckoo,1,NA,NA,49.8,144.4,19.7,21.5,140.5,Male
39,1220,Chrysococcyx minutillus,Little Bronze-Cuckoo,1,NA,NA,15.3,95.1,15.7,17.1,62.1,Male
39,1221,Chrysococcyx russatus,Gould's Bronze-Cuckoo,1,NA,NA,18.5,95.9,15.7,18,63.9,Male
39,1224,Chrysococcyx lucidus,Shining Bronze-Cuckoo,1,1.73,2,23.3,104.9,17,18.1,68.7,Male
39,1225,Chrysococcyx basalis,Horsfield's Bronze-Cuckoo,1,1.55,NA,22,102.7,18,16.7,70.9,Male
39,1230,Chrysococcyx osculans,Black-eared Cuckoo,1,NA,NA,29.4,118.4,19.2,19.5,88.2,Male
39,1231,Chrysococcyx flavigularis,Yellow-throated Cuckoo,NA,NA,NA,29.3,97,NA,NA,68,Male
39,1232,Chrysococcyx klaas,Klaas's Cuckoo,3.5,1.65,NA,25.6,103,NA,NA,73,Male
39,1233,Chrysococcyx cupreus,African Emerald Cuckoo,NA,NA,NA,38.3,114,NA,NA,90,Male
39,1234,Chrysococcyx caprius,Dideric Cuckoo,NA,2.55,NA,28.6,114,17.2,20.4,79,Male
39,1238,Eudynamys scolopacea,Asian Koel,1,9,2,261.9,217.2,35.5,34.2,204.3,Male
39,1241,Eudynamys taitensis,Long-tailed Koel,1,13.7,5,110.4,189,34.9,33.4,226.8,Male
39,1242,Scythrops novaehollandiae,Channel-billed Cuckoo,2.08,18.2,NA,708.2,353.9,45.8,86.4,266.5,Male
39,1243,Ceuthmochares aereus,Yellowbill,NA,8.6,NA,67.6,NA,NA,NA,NA,Male
40,1273,Centropus phasianinus,Pheasant Coucal,3.4,18,2,302.1,225.6,50.5,35.5,310.2,Male
40,1284,Centropus grillii,Black Coucal,4,9,NA,100,148,NA,22.8,151,Male
40,1287,Centropus leucogaster,Black-throated Coucal,2,NA,NA,293,189,NA,NA,253,Male
40,1288,Centropus anselli,Gabon Coucal,NA,NA,NA,NA,188,NA,NA,262,Male
40,1290,Centropus monachus,Blue-headed Coucal,NA,13.3,NA,171,177,NA,NA,192,Male
40,1291,Centropus cupreicaudus,Coppery-tailed Coucal,NA,NA,NA,272,211,49,36,NA,Male
40,1292,Centropus senegalensis,Senegal Coucal,3,12.3,NA,169,169,37.6,27.5,200,Male
40,1293,Centropus superciliosus,White-browed Coucal,4,11,NA,160,163,37.1,28.1,193,Male
41,1300,Coccyzus erythropthalmus,Black-billed Cuckoo,2.71,6.3,2,45.8,137.7,23.59,16.84,151.4,Male
41,1301,Coccyzus americanus,Yellow-billed Cuckoo,2.95,9.1,2,58.8,144.8,25.05,18.97,144.8,Male
41,1303,Coccyzus minor,Mangrove Cuckoo,3.65,10.1,NA,64.3,136.5,28.75,19.54,163.4,Male
43,1318,Crotophaga ani,Smooth-billed Ani,4.3,13.2,NA,99.9,NA,31,30.5,NA,Male
43,1319,Crotophaga sulcirostris,Groove-billed Ani,4.08,10.3,2,79,144,37.5,29,144,Male
43,1320,Guira guira,Guira Cuckoo,NA,21,2,139,NA,NA,NA,NA,Male
44,1325,Geococcyx californianus,Greater Roadrunner,4.44,19.2,2,319.1,173.5,61.7,37.5,296.3,Male
45,1344,Trichoglossus haematodus,Rainbow Lorikeet,2,8.25,2,135.7,153.6,18.7,18.8,138.6,Male
45,1350,Trichoglossus chlorolepidotus,Scaly-breasted Lorikeet,2,5.7,2,88.4,132.4,15.4,16.2,100.6,Male
45,1351,Psitteuteles versicolor,Varied Lorikeet,3,4.5,2,53.5,120.2,13.6,12.8,65.8,Male
45,1366,Glossopsitta concinna,Musk Lorikeet,3,5.7,2,79,130.4,14.9,13.2,89.5,Male
45,1367,Glossopsitta pusilla,Little Lorikeet,4,2.88,NA,39.2,102.7,11.7,10.5,59.2,Male
45,1368,Glossopsitta porphyrocephala,Purple-crowned Lorikeet,4,3.05,2,44.3,106.4,12.5,10.9,62.7,Male
