Family,Species_number,Species_name,English_name,M_mass,M_mass_N,F_mass,F_mass_N,unsexed_mass,unsexed_mass_N,M_wing,M_wing_N,F_wing,F_wing_N,Unsexed_wing,Unsexed_wing_N,M_tarsus,M_tarsus_N,F_tarsus,F_tarsus_N,Unsexed_tarsus,Unsexed_tarsus_N,M_bill,M_bill_N,F_bill,F_bill_N,Unsexed_bill,Unsexed_bill_N,M_tail,M_tail_N,F_tail,F_tail_N,Unsexed_tail,Unsexed_tail_N,Clutch_size,Egg_mass,Mating_System
14,361,Heteronetta atricapilla,Black-headed Duck,460,NA,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,362,Stictonetta naevosa,Freckled Duck,969,NA,842,NA,NA,NA,234,97,222,82,NA,NA,47.8,97,44.6,83,NA,NA,56.6,97,51.3,83,NA,NA,68.8,13,66.3,12,NA,NA,6,66,2
14,363,Cygnus olor,Mute Swan,11800,NA,9670,NA,11350,NA,606,NA,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,6,211,10,NA,NA,5.3,340,2
14,364,Cygnus atratus,Black Swan,6200,NA,5100,NA,6200,NA,511.7,NA,487.5,NA,NA,NA,100.3,111,93.4,76,NA,NA,70.8,111,65.3,76,NA,NA,105.5,111,104.9,76,NA,NA,4.55,258,2
14,365,Cygnus melanocorypha,Black-necked Swan,5400,NA,4000,NA,5400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,2
14,366,Cygnus cygnus,Whooper Swan,14000,NA,8750,NA,9925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,16,167,15,NA,NA,4.4,331,2
14,367,Cygnus buccinator,Trumpeter Swan,11400,NA,10300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA
14,368,Cygnus columbianus,Tundra Swan,7258,NA,6305,NA,7258,NA,531,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,9,152,15,NA,NA,4,280,2
14,369,Coscoroba coscoroba,Coscoroba Swan,4600,NA,3800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA
14,370,Anser cygnoides,Swan Goose,3500,NA,3150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA
14,371,Anser brachyrhynchus,Pink-footed Goose,2770,NA,2520,NA,NA,NA,443,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,14,127,11,NA,NA,4.4,120,NA
14,372,Anser fabalis,Bean Goose,3198,NA,2843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,5,132,2,NA,NA,5,146,NA
14,373,Anser albifrons,Greater White-fronted Goose,2853,NA,2508,NA,2703,NA,428,NA,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,15,113,12,NA,NA,5.5,125,2
14,374,Anser erythropus,Lesser White-fronted Goose,1870,NA,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,14,129,10,NA,NA,5.83,100,NA
14,375,Anser anser,Greylag Goose,3692,NA,3237,NA,3460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,14,129,10,NA,NA,NA,160,2
14,376,Anser indicus,Bar-headed Goose,2505,NA,2230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA
14,377,Anser caerulescens,Snow Goose,2744,NA,2517,NA,2632,NA,423.9,NA,415.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,2
14,378,Anser rossii,Ross's Goose,1679,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA
14,379,Anser canagica,Emperor Goose,2812,NA,2766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA
14,380,Branta sandvicensis,Nene,2010,NA,1930,NA,2155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,131,2
14,381,Branta canadensis,Canada Goose,3814,NA,3314,NA,3857,NA,506,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,2,148,3,NA,NA,5,163,2
14,382,Branta leucopsis,Barnacle Goose,1788,NA,1586,NA,1788,NA,410,NA,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,22,119,18,NA,NA,NA,107,2
14,383,Branta bernicla,Brent Goose,1370,NA,1230,NA,1472.5,NA,340,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.6,17,90.8,14,NA,NA,4,91,2
14,384,Branta ruficollis,Red-breasted Goose,1375,NA,1094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,8,102,8,NA,NA,NA,90,NA
14,385,Cereopsis novaehollandiae,Cape Barren Goose,5290,NA,3770,NA,NA,NA,470,14,NA,NA,NA,NA,111.2,NA,106.1,NA,NA,NA,50.5,14,NA,NA,NA,NA,169,NA,155,NA,NA,NA,4.24,137,2
14,386,Cyanochen cyanopterus,Blue-winged Goose,2180,NA,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,NA,138.5,NA,NA,NA,NA,NA,NA
14,387,Chloephaga melanoptera,Andean Goose,2730,NA,3640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA
14,388,Chloephaga picta,Upland Goose,3170,NA,2690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,389,Chloephaga hybrida,Kelp Goose,2611,NA,2043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA
14,390,Chloephaga poliocephala,Ashy-headed Goose,2267,NA,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA
14,391,Chloephaga rubidiceps,Ruddy-headed Goose,1750,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,392,Neochen jubata,Orinoco Goose,NA,NA,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA
14,393,Alopochen aegyptiacus,Egyptian Goose,2075,NA,1650,NA,NA,NA,392,6,375,7,NA,NA,85.5,7,80.2,10,NA,NA,49.6,7,47.9,10,NA,NA,123,6,121,6,NA,NA,8.5,97,NA
14,394,Tadorna ferruginea,Ruddy Shelduck,1360,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,8,118,6,NA,NA,8.5,83,NA
14,395,Tadorna cana,South African Shelduck,1758,NA,1417,NA,NA,NA,355.8,5,326.2,5,NA,NA,58,5,56,5,NA,NA,45.2,5,42.4,2,NA,NA,125.9,NA,124.5,NA,NA,NA,10,83,NA
14,396,Tadorna tadornoides,Australian Shelduck,1559,NA,1291,NA,NA,NA,358,50,331,144,NA,NA,65.4,4,58.5,4,NA,NA,46,68,42,184,NA,NA,113,4,109.5,4,NA,NA,9.33,93,2
14,397,Tadorna variegata,Paradise Shelduck,1712,NA,1387,NA,NA,NA,374.5,14,347.3,10,NA,NA,67.1,25,61,8,NA,NA,43.7,25,40,10,NA,NA,128.2,21,116.3,10,NA,NA,9.4,91,2
14,399,Tadorna tadorna,Common Shelduck,1261,NA,1043,NA,NA,NA,334,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,27,96.9,27,NA,NA,10.58,78,NA
14,400,Tadorna radjah,Radjah Shelduck,934,NA,839,NA,NA,NA,282,4,279.2,4,NA,NA,54.9,5,55.5,6,NA,NA,46,47,48,49,NA,NA,106.2,4,100.3,3,NA,NA,NA,59,2
14,401,Tachyeres pteneres,Flightless Steamerduck,5394,NA,4228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.5,NA
14,402,Tachyeres leucocephalus,Chubut Steamerduck,3808,NA,3013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,403,Tachyeres brachypterus,Falkland Steamerduck,4200,NA,3450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,NA
14,404,Tachyeres patachonicus,Flying Steamerduck,2958,NA,2346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA
14,405,Plectropterus gambensis,Spur-winged Goose,6100,NA,4700,NA,5150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,140,4
14,406,Cairina moschata,Muscovy Duck,3000,NA,1250,NA,3600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,4
14,407,Cairina scutulata,White-winged Duck,3400,NA,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.3,NA
14,408,Pteronetta hartlaubii,Hartlaub's Duck,976,4,788,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,NA,9,NA,NA
14,409,Sarkidiornis melanotos,Comb Duck,1455,NA,1777,NA,NA,NA,359,NA,286,NA,NA,NA,59.8,NA,47,NA,NA,NA,51,NA,44,NA,NA,NA,137.7,NA,110,NA,NA,NA,8.5,66,NA
14,410,Nettapus pulchellus,Green Pygmy-goose,310,NA,304,NA,NA,NA,173.8,19,172.1,15,NA,NA,26.9,20,26.8,21,NA,NA,24.6,20,24.8,20,NA,NA,66.7,20,67.6,20,NA,NA,NA,30,2
14,411,Nettapus coromandelianus,Cotton Pygmy-goose,282,NA,220,NA,NA,NA,186.5,6,180.33,3,NA,NA,28.4,5,27.43,3,NA,NA,23,6,23.6,3,NA,NA,67,5,68.3,3,NA,NA,NA,27,2
14,412,Nettapus auritus,African Pygmy-goose,285,2,260,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,9,23,NA
14,413,Callonetta leucophrys,Ringed Teal,423,NA,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,414,Aix sponsa,Wood Duck,680,NA,671,NA,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,10.95,44,2
14,415,Aix galericulata,Mandarin Duck,628,NA,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,13,99.3,8,NA,NA,11.5,41,NA
14,416,Chenonetta jubata,Maned Duck,815,NA,800,NA,815,NA,277,16,277,8,NA,NA,51.2,16,50.4,8,NA,NA,27.9,16,27.6,8,NA,NA,95.7,16,98.3,8,NA,NA,NA,54,2
14,417,Amazonetta brasiliensis,Brazilian Teal,430,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,418,Merganetta armata,Torrent Duck,440,NA,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,419,Hymenolaimus malacorhynchos,Blue Duck,897,NA,768,NA,833,NA,233,4,217,3,NA,NA,49.8,4,47,4,NA,NA,44,4,40.8,6,NA,NA,107,5,97.5,15,NA,NA,6.5,NA,2
14,420,Salvadorina waigiuensis,Salvadori's Teal,462,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,422,Anas specularis,Spectacled Duck,1460,NA,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA
14,423,Anas capensis,Cape Teal,419,NA,380,NA,NA,NA,NA,NA,NA,NA,193.8,52,NA,NA,NA,NA,37,52,NA,NA,NA,NA,39.6,52,NA,NA,NA,NA,64.3,52,8.09,50,NA
14,424,Anas strepera,Gadwall,990,NA,849,NA,NA,NA,269,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,13,80.2,9,NA,NA,9.96,44,NA
14,425,Anas falcata,Falcated Duck,713,NA,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA
14,426,Anas penelope,Eurasian Wigeon,819,NA,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,19,90.7,13,NA,NA,9,44,NA
14,427,Anas americana,American Wigeon,821,NA,766,NA,792,NA,263,NA,246.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,6,96.3,3,NA,NA,8.48,43,2
14,428,Anas sibilatrix,Chiloe Wigeon,939,NA,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA
14,429,Anas sparsa,African Black Duck,1086,NA,914,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,22,40,20,NA,NA,47,22,44,20,NA,NA,110,22,93,20,NA,NA,NA,71.7,NA
14,430,Anas rubripes,American Black Duck,1252,NA,1111,NA,1400,NA,285,NA,268.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33,63,2
14,431,Anas fulvigula,Mottled Duck,1030,NA,968,NA,NA,NA,259,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,55.5,NA
14,432,Anas platyrhynchos,Mallard,1210,NA,1113,NA,1140,NA,279,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8,14,84.5,12,NA,NA,10.53,54,2
14,433,Anas wyvilliana,Hawaiian Duck,644,NA,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA
14,434,Anas laysanensis,Laysan Duck,463,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5,11,75.7,17,NA,NA,3.8,NA,NA
14,435,Anas poecilorhyncha,Spot-billed Duck,1365,NA,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA
14,436,Anas luzonica,Philippine Duck,906,NA,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,437,Anas superciliosa,Pacific Black Duck,1059,NA,1013,NA,1000,NA,261,97,248,121,NA,NA,46,99,44,120,NA,NA,52,101,50,120,NA,NA,88,39,85.8,46,NA,NA,11,63,2
14,438,Anas undulata,Yellow-billed Duck,954,NA,817,NA,NA,NA,583,100,535,100,NA,NA,45,100,43,100,NA,NA,52,100,49,100,NA,NA,100,100,97,100,NA,NA,7.8,55,NA
14,439,Anas melleri,Meller's Duck,1010,NA,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA
14,440,Anas discors,Blue-winged Teal,478,NA,451,NA,396,NA,182.9,NA,174.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,33,63.9,18,NA,NA,10.1,29,2
14,441,Anas cyanoptera,Cinnamon Teal,408,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,6,74,16,NA,NA,9.13,32,NA
14,442,Anas smithii,Cape Shoveler,688,NA,597,NA,NA,NA,238.1,32,226.4,26,NA,NA,41.1,32,38,26,NA,NA,60.6,32,56.5,26,NA,NA,76.4,32,69.9,26,NA,NA,9.36,NA,NA
14,443,Anas platalea,Red Shoveler,608,NA,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
14,444,Anas rhynchotis,Australian Shoveler,667,76,665,70,667,NA,248,14,231,9,NA,NA,37.6,16,35.4,8,NA,NA,61.9,16,58.5,8,NA,NA,78.6,15,76.2,9,NA,NA,10,43.2,2
14,445,Anas clypeata,Northern Shoveler,636,NA,590,NA,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7,26,75.8,15,NA,NA,9.2,40,2
14,446,Anas bernieri,Bernier's Teal,380,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA
14,447,Anas gibberifrons,Sunda Teal,508,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA
14,448,Anas gracilis,Grey Teal,508,NA,469,NA,490,NA,208.5,10,197.1,7,NA,NA,36,10,34.4,7,NA,NA,38.2,10,35.7,7,NA,NA,88.2,8,81.8,6,NA,NA,8.3,NA,2
14,449,Anas castanea,Chestnut Teal,683,NA,593,NA,660,NA,217.6,9,203.2,4,NA,NA,38.1,9,36.1,4,NA,NA,40.8,9,38.3,4,NA,NA,91.3,6,NA,NA,NA,NA,9.5,40,2
14,450,Anas aucklandica,Brown Teal,521,NA,410,NA,NA,NA,139,1,120,2,NA,NA,33,4,31.1,3,NA,NA,38.6,4,36.5,3,NA,NA,90,NA,74,3,NA,NA,3.5,NA,2
14,451,Anas bahamensis,White-cheeked Pintail,503,NA,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA
14,452,Anas erythrorhyncha,Red-billed Duck,617,NA,566,NA,NA,NA,223.8,6,211.5,6,NA,NA,36,6,33.4,6,NA,NA,44.3,6,43.5,6,NA,NA,81.3,6,76.3,6,NA,NA,10,39,NA
14,453,Anas flavirostris,Speckled Teal,429,NA,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA
14,454,Anas acuta,Northern Pintail,1025,NA,866,NA,899.72,NA,275,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,8,104,7,NA,NA,8.3,45,2
14,455,Anas eatoni,Eaton's Pintail,497,NA,441,NA,NA,NA,229.4,9,213.3,3,NA,NA,33.5,9,33.1,3,NA,NA,36.6,9,32.1,3,NA,NA,103.1,9,89.3,3,NA,NA,4.11,37,2
14,456,Anas georgica,Yellow-billed Pintail,632,NA,535,NA,590,NA,217,8,201,4,NA,NA,37,8,36,4,NA,NA,34,8,33,4,NA,NA,100,8,89,4,NA,NA,NA,37,2
14,457,Anas querquedula,Garganey,342,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1,28,62.6,17,NA,NA,8.5,27,NA
14,458,Anas formosa,Baikal Teal,437,NA,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA
14,459,Anas crecca,Common Teal,322,NA,308,NA,360,NA,187,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9,14,64.7,10,NA,NA,9.5,26.5,2
14,461,Anas versicolor,Silver Teal,442,NA,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA
14,462,Anas hottentota,Hottentot Teal,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,152.2,27,NA,NA,NA,NA,27.1,27,NA,NA,NA,NA,35.5,27,NA,NA,NA,NA,59.3,27,7.1,NA,NA
14,463,Malacorhynchus membranaceus,Pink-eared Duck,404,NA,344,NA,NA,NA,197,46,188,67,NA,NA,34.4,12,33,14,NA,NA,67,82,61,83,NA,NA,60.8,7,61.4,5,NA,NA,7.24,NA,2
14,464,Marmaronetta angustirostris,Marbled Teal,562,NA,492,NA,NA,NA,207,9,198,10,NA,NA,NA,NA,NA,NA,NA,NA,44.2,9,37.4,11,NA,NA,69.8,4,67.7,3,NA,NA,10.5,NA,NA
14,466,Netta rufina,Red-crested Pochard,1130,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,15,68.4,15,NA,NA,9,56,NA
14,467,Netta peposaca,Rosy-billed Pochard,1181,NA,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,468,Netta erythrophthalma,Southern Pochard,788,NA,766,NA,NA,NA,217.5,24,208.9,23,NA,NA,39.6,32,39.6,32,NA,NA,44,32,43.3,32,NA,NA,59,28,56.5,31,NA,NA,6.7,59,NA
14,469,Aythya ferina,Common Pochard,849,NA,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,19,53,23,NA,NA,8.54,66,NA
14,470,Aythya valisineria,Canvasback,1252,NA,1156,NA,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1,12,57.9,12,NA,NA,8.1,68,2
14,471,Aythya americana,Redhead,1100,NA,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA
14,472,Aythya collaris,Ring-necked Duck,744,NA,671,NA,753,NA,206,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,51,2
14,473,Aythya nyroca,Ferruginous Pochard,583,NA,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,31,52.7,8,NA,NA,9,43,NA
14,475,Aythya baeri,Baer's Pochard,880,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA
14,476,Aythya australis,Hardhead,902,NA,838,NA,NA,NA,218.9,14,215.3,12,NA,NA,39.9,13,38.5,12,NA,NA,44.8,14,42.2,12,NA,NA,NA,NA,NA,NA,NA,NA,11,60,NA
14,477,Aythya fuligula,Tufted Duck,723,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7,44,52.7,39,NA,NA,9.5,56,NA
14,478,Aythya novaeseelandiae,New Zealand Scaup,677,NA,687,NA,NA,NA,187.7,23,185.2,4,NA,NA,35.4,23,34.4,4,NA,NA,38.7,23,37.9,4,NA,NA,56.2,20,57.2,4,NA,NA,7.39,63,2
14,479,Aythya marila,Greater Scaup,1052,NA,975,NA,932,NA,227,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,45,55.7,34,NA,NA,9.5,67,2
14,480,Aythya affinis,Lesser Scaup,825,NA,748,NA,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,131,52.3,70,NA,NA,9.91,51,2
14,481,Somateria mollissima,Common Eider,2218,NA,1915,NA,2096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,17,94.7,21,NA,NA,3.06,110,2
14,482,Somateria spectabilis,King Eider,1668,NA,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8,12,79.2,7,NA,NA,4.5,73,NA
