Species,wd,MaxD,MaxgrD,MeangrD,Mort
Virola duckei,NA,777.25,1.386056532,0.40551667,NA
Virola elongata,0.523333333,336.4,0.932533786,0.224675411,1.549557391
Virola flexuosa,0.51,552.25,1.18411215,0.312414829,NA
Virola kwatae,NA,917.5,NA,NA,NA
Virola michelii,0.470125,525.4,0.858127979,0.275000585,0.832678915
Virola mollissima,NA,345.15,0.665433692,0.19662767,NA
Virola multicostata,0.45,NA,NA,NA,NA
Virola multiflora,0.458,NA,NA,NA,NA
Virola multinervia,0.615,361.75,0.596471363,0.156247743,NA
Virola pavonis,0.586666667,507.3,1.003566195,0.277367738,0.57563245
Virola peruviana,NA,414.7,1.015545603,0.323317633,NA
Virola reidii,0.35,NA,NA,NA,NA
Virola sebifera,0.445375,359.3,1.1994003,0.294062928,2.49937179
Virola surinamensis,0.417909091,650.5,1.794610992,0.384959214,NA
Virola theiodora,NA,269,NA,NA,NA
Virola venosa,0.622,386.15,0.552694385,0.131022869,NA
Vismia baccifera,0.43,NA,NA,NA,NA
Vismia cayennensis,0.49,250.65,NA,NA,NA
Vismia guianensis,0.475,320,NA,NA,NA
Vismia japurensis,NA,337.7,NA,NA,NA
Vismia latifolia,0.43,NA,NA,NA,NA
Vismia macrophylla,0.4935,241,NA,NA,NA
Vitex cymosa,0.5625,NA,NA,NA,NA
Vitex gigantea,0.52,NA,NA,NA,NA
Vitex orinocensis,0.526666667,NA,NA,NA,NA
Vitex triflora,NA,450,0.312022901,0.073480904,NA
Vochysia braceliniae,0.39,NA,NA,NA,NA
Vochysia cayennensis,0.37,537.05,NA,NA,NA
Vochysia densiflora,0.356666667,NA,NA,NA,NA
Vochysia divergens,0.39,468,NA,NA,NA
Vochysia ferruginea,0.410166667,NA,NA,NA,NA
Vochysia guianensis,0.5087,858.25,NA,NA,NA
Vochysia lehmannii,0.437,NA,NA,NA,NA
Vochysia mapirensis,NA,473.25,1.585204756,0.442256285,NA
Vochysia maxima,0.495,NA,NA,NA,NA
Vochysia obidensis,0.5,622,1.395444207,0.465103247,NA
Vochysia surinamensis,0.6,850.6,NA,NA,NA
Vochysia tetraphylla,0.47425,NA,NA,NA,NA
Vochysia tomentosa,0.3775,719.3,NA,NA,NA
Vochysia vismiifolia,NA,403.45,1.285497507,0.719355343,NA
Vouacapoua americana,0.793625,695.5,0.870722548,0.224392618,0.173159541
Vouacapoua pallidior,0.9,NA,NA,NA,NA
Vouarana guianensis,0.84,NA,NA,NA,NA
Warszewiczia coccinea,0.5565,232.25,0.605214153,0.176568042,NA
Warszewiczia cordata,0.58,NA,NA,NA,NA
Warszewiczia schwackei,NA,543.5,0.823747765,0.327121466,NA
Welfia regia,0.4,551,NA,NA,NA
Wettinia equalis,NA,110.5,NA,NA,NA
Wettinia maynensis,NA,164.15,NA,NA,NA
Ximenia americana,0.8875,NA,NA,NA,NA
Xylopia amazonica,0.787,284,0.548833532,0.247430914,2.558925444
Xylopia aromatica,0.56125,NA,NA,NA,NA
Xylopia benthamii,0.6,192.8,NA,NA,NA
Xylopia calophylla,NA,273.7,0.631550786,0.245892275,NA
Xylopia crinita,NA,349.05,0.711867231,0.177906651,NA
Xylopia cuspidata,0.51,NA,NA,NA,NA
Xylopia emarginata,0.59,294,NA,NA,NA
Xylopia frutescens,0.58,238,0.634023348,0.29747962,NA
Xylopia ligustrifolia,0.6,459,1.196736455,0.397276833,NA
Xylopia nitida,0.548333333,417.8,0.996031099,0.415479951,0.674528815
Xylopia parviflora,0.6,NA,NA,NA,NA
Xylopia polyantha,0.6,292.8,1.196501091,0.425324471,NA
Xylopia sericea,NA,282.5,1.062972515,0.382281819,NA
Xylopia spruceana,NA,283,NA,NA,NA
Xylopia surinamensis,0.6,NA,NA,NA,NA
Xylosma intermedia,0.77,NA,NA,NA,NA
Zanthoxylum acuminatum,NA,427.9,NA,NA,NA
Zanthoxylum apiculatum,0.42,NA,NA,NA,NA
Zanthoxylum caribaeum,0.76,NA,NA,NA,NA
Zanthoxylum culantrillo,NA,518,0.910931174,0.392248112,NA
Zanthoxylum martinicense,0.602333333,NA,NA,NA,NA
Zanthoxylum pentandrum,0.6735,NA,NA,NA,NA
Zanthoxylum rhoifolium,0.493333333,415.05,NA,NA,NA
Zanthoxylum riedelianum,0.48,NA,NA,NA,NA
Zanthoxylum setulosum,0.469,NA,NA,NA,NA
Zanthoxylum sprucei,NA,426.2,2.034853823,0.574148061,NA
Ziziphus cinnamomum,NA,641.6,0.762500496,0.210528691,NA
Zollernia paraensis,0.99,NA,NA,NA,NA
Zuelania guidonia,0.563,NA,NA,NA,NA
Zygia cataractae,NA,366,0.295420975,0.096278476,NA
Zygia coccinea,0.69,205.4,0.331142215,0.076703794,NA
Zygia juruana,0.69,NA,NA,NA,NA
Zygia latifolia,0.75,348,0.807436282,0.195090739,1.034184345
Zygia longifolia,0.71,NA,NA,NA,NA
Zygia racemosa,0.748,465,0.605151089,0.174085647,0.572241472
Zygia ramiflora,NA,186.5,0.247622613,0.054049599,NA
